iter	MultiClass
237	0.2080688422
238	0.2078380322
239	0.2075597666
240	0.2072528774
241	0.2070070487
242	0.2067893209
243	0.2063428132
244	0.2060235492
245	0.2057200132
246	0.2052692391
247	0.2050089454
248	0.2047768643
249	0.2045338142
250	0.2043155919
251	0.2041771721
252	0.2040450296
253	0.2036002981
254	0.2033713258
255	0.2031583652
256	0.2029022128
257	0.2026532835
258	0.2024370317
259	0.2022243404
260	0.2020530517
261	0.2017784815
262	0.2015302712
263	0.2012401151
264	0.2011578731
265	0.2008873291
266	0.2006772641
267	0.2003585855
268	0.2001854503
269	0.199920109
270	0.1998068546
271	0.1995241551
272	0.1993321555
273	0.1990688191
274	0.1989172098
275	0.1986386479
276	0.1984991416
277	0.1982921054
278	0.1980898661
279	0.1978914238
280	0.1976797655
281	0.1974341801
282	0.197251029
283	0.1968225023
284	0.1964843878
285	0.1961610557
286	0.1958896844
287	0.1956607242
288	0.1953797816
289	0.1952415908
290	0.1950315883
291	0.1948364647
292	0.1946624885
293	0.1943864635
294	0.1941934766
295	0.1939569341
296	0.1938011476
297	0.1936307226
298	0.1934983601
299	0.1933933915
300	0.1931761662
301	0.1929634535
302	0.1927290364
303	0.1925707707
304	0.1923882219
305	0.1921275263
306	0.1919203838
307	0.1917283548
308	0.191486894
309	0.1913583759
310	0.1910387063
311	0.1909059775
312	0.1907426728
313	0.1905707249
314	0.1903225577
315	0.1901890072
316	0.1900563502
317	0.189819002
318	0.1896834501
319	0.1894190961
320	0.1892732988
321	0.1891722043
322	0.1889702341
323	0.1888220469
324	0.1884822973
325	0.1882374272
326	0.1880878811
327	0.1879303743
328	0.1877800014
329	0.1874958595
330	0.1873645504
331	0.1871558514
332	0.187033453
333	0.1868989209
334	0.1866803736
335	0.1864278729
336	0.1863160713
337	0.1861807076
338	0.1859389495
339	0.1856536748
340	0.1854926237
341	0.1852452995
342	0.1851309304
343	0.1850069248
344	0.1848345317
345	0.1847410373
346	0.1845583814
347	0.1844065459
348	0.1842565924
349	0.1840041823
350	0.183870967
351	0.1836280887
352	0.1835284314
353	0.183408331
354	0.1833089912
355	0.1831937768
356	0.1829576388
357	0.1827999202
358	0.1825927987
359	0.1823671701
360	0.1822098448
361	0.1820797665
362	0.1818957528
363	0.1816878561
364	0.1816127793
365	0.1813541566
366	0.181098819
367	0.1810123712
368	0.1809249743
369	0.1807361641
370	0.1804675291
371	0.1803011258
372	0.1800924845
373	0.1799293553
374	0.179846966
375	0.179764003
376	0.1795786493
377	0.1794190059
378	0.1791770231
379	0.179004836
380	0.1788666017
381	0.1786860733
382	0.1785328684
383	0.1784607791
384	0.1782991833
385	0.1780801599
386	0.1778956948
387	0.1777895545
388	0.17763536
389	0.1774883945
390	0.177412468
391	0.1771998036
392	0.1770780698
393	0.1769518107
394	0.1767364389
395	0.176645055
396	0.1765271541
397	0.1763763869
398	0.1761770508
399	0.1758845309
400	0.1757545598
401	0.1755950668
402	0.1754830617
403	0.1753584915
404	0.1752202948
405	0.1749730399
406	0.1747944193
407	0.1746421921
408	0.1744631519
409	0.1743105627
410	0.1740913261
411	0.1739928886
412	0.1738735992
413	0.173501206
414	0.1733997125
415	0.1732468975
416	0.1730972557
417	0.172838244
418	0.1726330541
419	0.1725615947
420	0.1723518936
421	0.172236612
422	0.1721496562
423	0.1719276419
424	0.1718313391
425	0.1717276093
426	0.171637662
427	0.1715580784
428	0.1713603212
429	0.1713150784
430	0.171223726
431	0.1710291565
432	0.1709092768
433	0.1706587165
434	0.1703406317
435	0.1701741799
436	0.1700627719
437	0.1698824976
438	0.169771912
439	0.1695882922
440	0.1694450115
441	0.1693197042
442	0.1691917231
443	0.1690497312
444	0.168822635
445	0.1687742614
446	0.1686846176
447	0.1686096722
448	0.1685329881
449	0.168430066
450	0.1682543447
451	0.168130638
452	0.1679276156
453	0.1678360512
454	0.1677525266
455	0.1674832213
456	0.1672876476
457	0.1671490117
458	0.1668929591
459	0.1666603562
460	0.1664737019
461	0.1663136562
462	0.1662304758
463	0.1660194531
464	0.1658800785
465	0.1657283002
466	0.1655642783
467	0.1654562406
468	0.1653682909
469	0.1652787767
470	0.1651932745
471	0.1649588263
472	0.1648144736
473	0.1646823369
474	0.1645480887
475	0.1644563787
476	0.1643802531
477	0.1642959709
478	0.1642212571
479	0.1641260892
480	0.1640084541
481	0.1639065022
482	0.1637710491
483	0.1636995618
484	0.1635063486
485	0.1633555301
486	0.1632710748
487	0.1631093713
488	0.1629752557
489	0.1627923749
490	0.1627502557
491	0.1626698601
492	0.1626019215
493	0.1624657149
494	0.1623558702
495	0.1620786054
496	0.161974378
497	0.1618501941
498	0.1618068517
499	0.1617084876
500	0.1615832135
501	0.1614021764
502	0.1612124855
503	0.1611526072
504	0.1610999877
505	0.1609544962
506	0.1608210848
507	0.1607298174
508	0.1606333959
509	0.1605550351
510	0.160456456
511	0.1603348683
512	0.1602447072
513	0.1601894972
514	0.1599732886
515	0.1598332199
516	0.1597234526
517	0.1596396508
518	0.1595372457
519	0.159489153
520	0.1592287941
521	0.1591839373
522	0.1589431776
523	0.1588275628
524	0.158718005
525	0.1585492236
526	0.1584980002
527	0.1583454692
528	0.1582526243
529	0.1581887596
530	0.1580563643
531	0.1579350517
532	0.1577462719
533	0.1576360624
534	0.1575555589
535	0.157468441
536	0.1573151597
537	0.1571930019
538	0.1570160909
539	0.1568853366
540	0.1567902766
541	0.1566558955
542	0.156360733
543	0.156238322
544	0.1561661128
545	0.1560430188
546	0.1559764032
547	0.1558725522
548	0.1557793336
549	0.155626468
550	0.1555112023
551	0.1554514527
552	0.1551996505
553	0.15509337
554	0.1549497501
555	0.1548903737
556	0.1548437881
557	0.1547045501
558	0.1545310621
559	0.154408762
560	0.1543081583
561	0.1542460054
562	0.1540407712
563	0.1539736774
564	0.153891081
565	0.1537724581
566	0.1536669795
567	0.153573519
568	0.1534248134
569	0.1533388612
570	0.1532056644
571	0.1531499269
572	0.1530810713
573	0.1529687152
574	0.15290006
575	0.1528239005
576	0.1526624785
577	0.1525746252
578	0.1525114189
579	0.152408442
580	0.1523414067
581	0.152112867
582	0.1520494829
583	0.1519451235
584	0.1518038855
585	0.1517357837
586	0.1516004342
587	0.1514660562
588	0.1513237483
589	0.1512646793
590	0.151078664
591	0.1509747951
592	0.1509130844
593	0.1508063746
594	0.1507442836
595	0.1506014826
596	0.1504493043
597	0.1503737668
598	0.150238431
599	0.1500757992
600	0.1499542495
601	0.1498445493
602	0.1497492929
603	0.1496280579
604	0.1494602594
605	0.1493640248
606	0.1493187845
607	0.1491222505
608	0.1489400148
609	0.1488225754
610	0.1486681655
611	0.1486230779
612	0.1485312193
613	0.1484777044
614	0.1483910591
615	0.1482075744
616	0.1481461846
617	0.148023473
618	0.1479696815
619	0.1479124171
620	0.1478308571
621	0.1477924486
622	0.1476509541
623	0.1475421442
624	0.1474793089
625	0.1473452886
626	0.1472908921
627	0.1472066175
628	0.1471295326
629	0.1470372505
630	0.1469728709
631	0.1469051485
632	0.1468096504
633	0.1467530856
634	0.1466197617
635	0.1464578659
636	0.1463326217
637	0.1462644973
638	0.1461989333
639	0.1461030954
640	0.1459029449
641	0.1457865349
642	0.1456395792
643	0.1455573163
644	0.1454183446
645	0.1453236024
646	0.1452084259
647	0.1451020918
648	0.1450279185
649	0.1449215368
650	0.1448687533
651	0.1447949611
652	0.1447212325
653	0.1445785401
654	0.1445375451
655	0.1444860038
656	0.144259327
657	0.1441262251
658	0.1440593159
659	0.1439726411
660	0.1438797133
661	0.1437285532
662	0.1436732243
663	0.1435238459
664	0.1434782968
665	0.1434322968
666	0.1433609378
667	0.1432473068
668	0.143199248
669	0.1431251266
670	0.143046949
671	0.1428991964
672	0.1428464217
673	0.1427633367
674	0.1426471454
675	0.1425490389
676	0.1424664228
677	0.14237315
678	0.1422792398
679	0.142141822
680	0.142062256
681	0.1420184752
682	0.1419126784
683	0.1417916485
684	0.141690488
685	0.1416023347
686	0.1415681928
687	0.141481557
688	0.1414026645
689	0.1413225145
690	0.1411856477
691	0.1410786137
692	0.1409996937
693	0.1408741068
694	0.1408008227
695	0.140719163
696	0.1406065721
697	0.1405314496
698	0.1404829739
699	0.1403679985
700	0.1402835678
701	0.1401637936
702	0.1400528585
703	0.1399350012
704	0.1398838191
705	0.1398264007
706	0.1397773902
707	0.1396916433
708	0.1396109819
709	0.1394949
710	0.1394274056
711	0.1393649481
712	0.1393073843
713	0.1392638555
714	0.1391521581
715	0.1391168656
716	0.138998104
717	0.1388993249
718	0.1388184099
719	0.1386739503
720	0.1385502885
721	0.1384821536
722	0.1384029928
723	0.1382953209
724	0.1382385909
725	0.138113062
726	0.1380588055
727	0.1379367149
728	0.1378952527
729	0.1378412518
730	0.1377774096
731	0.1376658539
732	0.1376189443
733	0.1374850473
734	0.1374180276
735	0.1373609972
736	0.1373064923
737	0.1372531027
738	0.1370992948
739	0.1370747168
740	0.1370170321
741	0.1369089199
742	0.1368088903
743	0.1367201227
744	0.1366144848
745	0.1364337345
746	0.1362583077
747	0.1361835264
748	0.1360775243
749	0.1360142232
750	0.1359152668
751	0.1358290781
752	0.1357391285
753	0.1356964855
754	0.1355930503
755	0.1355201265
756	0.1353997889
757	0.1352955974
758	0.1352136736
759	0.1351473865
760	0.135084173
761	0.1350181288
762	0.1349709092
763	0.1348775698
764	0.1347810036
765	0.1346578759
766	0.1345817548
767	0.1344131336
768	0.1343794184
769	0.1342441839
770	0.1341982859
771	0.1341530969
772	0.1340182008
773	0.1339115107
774	0.1338239346
775	0.1337591331
776	0.1336666905
777	0.1336069361
778	0.1334464703
779	0.1333928912
780	0.1333450556
781	0.1332640137
782	0.1332309333
783	0.1331677542
784	0.133094127
785	0.1330290108
786	0.1329208585
787	0.1328270173
788	0.1327339765
789	0.1326103936
790	0.1325694025
791	0.1324670966
792	0.1323882275
793	0.1322871268
794	0.1322078573
795	0.13212004
796	0.1320638337
797	0.1318714182
798	0.1318052862
799	0.1316991206
800	0.1316269937
801	0.1315527226
802	0.1314463968
803	0.1314060007
804	0.1313605736
805	0.1312267741
806	0.1311533385
807	0.1311002298
808	0.1309881177
809	0.130912984
810	0.1308542906
811	0.1308236892
812	0.1307245206
813	0.1306054095
814	0.1305522198
815	0.130502433
816	0.1304288779
817	0.1303779098
818	0.1303079786
819	0.1302475274
820	0.1302043866
821	0.130141882
822	0.1300694603
823	0.1299998383
824	0.1299626661
825	0.1299220908
826	0.129834978
827	0.1297625302
828	0.1296968248
829	0.129610775
830	0.1295417129
831	0.1295022339
832	0.1293841229
833	0.1293326452
834	0.1292467121
835	0.1291921196
836	0.1291024188
837	0.1290653212
838	0.1289949342
839	0.1289089005
840	0.1287720032
841	0.128702422
842	0.1285910563
843	0.1284458206
844	0.1283726982
845	0.1283195002
846	0.1282589812
847	0.1281677526
848	0.1281131858
849	0.1280662467
850	0.1280287601
851	0.1279330827
852	0.1277771833
853	0.1276568058
854	0.1275726797
855	0.1274863983
856	0.1274289599
857	0.1273830922
858	0.1273439615
859	0.127303135
860	0.127269581
861	0.1271712429
862	0.1271043728
863	0.1269988734
864	0.1269276413
865	0.1268358116
866	0.1267544107
867	0.1267250469
868	0.1266678644
869	0.126618827
870	0.126521248
871	0.1264214787
872	0.1263497899
873	0.1262864301
874	0.1262200657
875	0.1261671901
876	0.1261321517
877	0.1260849378
878	0.1260397991
879	0.125980379
880	0.1259121151
881	0.1258509577
882	0.1258124322
883	0.1257800312
884	0.1257609078
885	0.1257397562
886	0.1256409564
887	0.125574637
888	0.1254953666
889	0.1254270369
890	0.1252368929
891	0.1251856639
892	0.1250604926
893	0.1249341127
894	0.1248661066
895	0.12484846
896	0.1247281124
897	0.124696824
898	0.1246267539
899	0.1245836203
900	0.124525857
901	0.1244063462
902	0.1243553821
903	0.124250768
904	0.1241054051
905	0.1240448714
906	0.1239647438
907	0.1239188427
908	0.1238731289
909	0.1237708171
910	0.123677929
911	0.1236123045
912	0.1235530704
913	0.1234228899
914	0.1233950825
915	0.1233373781
916	0.123271598
917	0.1232220727
918	0.1231344227
919	0.1230786808
920	0.1230276581
921	0.1229626339
922	0.122845014
923	0.1227701767
924	0.1227097847
925	0.1225773532
926	0.1224687741
927	0.1223322696
928	0.1222187278
929	0.1221294617
930	0.1220198052
931	0.121855183
932	0.1217631129
933	0.1217097967
934	0.1216091248
935	0.121536164
936	0.1214887459
937	0.1213748067
938	0.1212390789
939	0.1212014169
940	0.121104163
941	0.1210480344
942	0.1210030859
943	0.1209315013
944	0.1208817133
945	0.12080987
946	0.120750402
947	0.1206897318
948	0.1206259775
949	0.1205510843
950	0.1204822731
951	0.120363663
952	0.1202412536
953	0.1201993954
954	0.1201511161
955	0.1200855258
956	0.1200202104
957	0.1199648537
958	0.1198588912
959	0.1197936989
960	0.1197043509
961	0.1196582867
962	0.1195653791
963	0.1194270726
964	0.1193756079
965	0.1192759664
966	0.1192165329
967	0.1191579503
968	0.1190757682
969	0.1190049827
970	0.1189546972
971	0.1188638267
972	0.1188227808
973	0.1187571735
974	0.1186925291
975	0.1186155484
976	0.118512016
977	0.1184561801
978	0.1183891011
979	0.1182788983
980	0.1182479944
981	0.1181317638
982	0.1180867704
983	0.1180098617
984	0.1178998013
985	0.1178520665
986	0.1177857892
987	0.1176914635
988	0.1176683645
989	0.117542995
990	0.1174963762
991	0.1173988047
992	0.1173184359
993	0.1172545044
994	0.1172101596
995	0.1171214146
996	0.1170275113
997	0.1170024439
998	0.1169607744
999	0.1169125973
